n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,mixed_type_col,shares
18.35608084226227,742.2831941125128,0.7371085623082417,1.1999999974852171,0.8567225595988428,19.006598276389273,6.500470303487242,3.503724421581431,0.5781676185639486,5.985605037425758,7.423107952699393,0.0,0.0,0.0,0.0,0.0,,1.8526238330642961,603.5538265982032,248.7069774441702,28422.293271666098,1011960.0,663919.4573606708,4333.969269266937,5971.760680901446,4782.6631205702015,4417.6337542150195,25945.4320010736,16214.687680868738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7112351367766847,0.13415815905942713,,0.26491996969481074,0.7073098624105675,,0.05980053319138733,0.042549702983388886,0.02811519918105,0.8228655446521879,0.6052277296254924,0.3724424753025382,0.07290516333166563,0.7861844712281095,-0.31382261130654193,,-0.07577434403116702,1.3179897781453784,0.5698497554856177,0.6235028801782744,0.6237858297035191,1245.1472920659464,3400
11.156080842262268,408.68319411251275,0.9854158084750415,1.1999999869444171,1.1123389870180427,10.606598276389274,5.300470303487242,2.3037244215814314,1.7781676185639486,5.495322879221757,13.423107952699393,0.0,0.0,0.0,0.0,0.0,0.0,7.852623833064296,1010.3538265982031,312.1736441109702,5022.293271666099,1011960.0,550699.4573606708,835.961875754937,7602.594264881446,4726.940411202202,2977.63375421502,5905.4320010736055,4274.6876808687375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.43424647056558713,0.22169424334712784,,0.2362099808545674,0.8801692488633026,0.3167070988475513,0.03249106995838888,0.02712457623165,0.7169831917105879,0.7111100825670924,0.6633515662113382,0.24290516333170561,0.7861844712281095,-0.30620356368774193,-0.38625811434638535,-0.14244101069836704,0.7179897781453785,-0.000150244514382325,0.2635028801782743,0.26378582970351916,766.3472920659465,703
18.35608084226227,1103.4831941125128,0.7194048755350416,1.199999999615217,0.9322249531468428,14.206598276389274,6.500470303487242,3.503724421581431,0.5781676185639486,6.207619717733757,8.623107952699394,0.0,0.0,0.0,0.0,0.0,0.0,1.8526238330642961,952.7538265982031,296.5069774437702,6942.293271666099,1011960.0,420243.45736107085,,5489.412400193446,3143.102077470202,2189.23375421502,9265.432001073605,5247.587680868738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12608929577550712,1.0377833549502877,0.25661689369997076,0.4521140151097674,,0.08761429581763132,0.05186455000942888,0.025867683789809998,0.9287478975925878,0.49934537668509243,0.33002745553893825,0.07290516333166563,0.9061844712281094,-0.36832477580814194,-0.7462581143463854,-0.015774344031167026,1.1619897781453785,0.14084975548561768,0.46750288017827435,0.16478582970351915,1246.3472920659462,611
12.35608084226227,421.88319411251274,0.8267877574174417,1.199999987670417,0.9211669968676429,10.606598276389274,4.100470303487243,4.703724421581431,0.5781676185639486,5.972142530165757,11.023107952699393,0.0,0.0,0.0,0.0,0.0,,1.8526238330642961,1210.7538265982032,338.55697744417023,28422.293271666098,1011960.0,450013.45736067084,4264.7231660789375,10877.192259449446,7209.573296076202,2420.83375421502,6985.4320010736055,4536.287680868738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18099283535172464,0.26732868311838714,0.22769336362256784,,0.2422051113978474,0.3448970935881028,0.21364587435835133,0.040015310423748875,0.02541804746625,0.8369831917105877,0.5911100825670924,0.5662087090689382,0.24290516333170561,2.1061844712281097,-0.03287023035414197,0.09374188565361462,-0.07577434403116702,0.23798977814537844,0.11984975548561767,0.7435028801782743,0.14378582970351916,801.1472920659465,4800
13.556080842262269,677.4831941125127,0.7743069719062416,1.1999999961028172,1.021403408887643,11.806598276389273,11.900470303487243,3.503724421581431,0.5781676185639486,6.207379130297757,11.023107952699393,0.0,0.0,0.0,0.0,0.0,0.0,1.8526238330642961,1247.953826598203,410.70697744417026,5022.293271666099,1011960.0,296203.45736067084,835.961875754937,5564.312738225446,,2497.63375421502,13345.432001073605,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5879322247954847,0.11609694518034713,0.22769788555052783,0.24662383258109077,0.8852414109829674,0.5876151502359027,0.27203486631835133,0.08929093276066888,0.02794776264909,1.059840334567388,0.36825293971029244,0.5176136677461382,0.15290516333170565,1.1461844712281095,-0.14120356368774198,-0.38625811434638535,,0.23798977814537844,0.11984975548561767,0.7435028801782743,0.14378582970351916,791.5472920659465,990
12.35608084226227,969.0831941125127,0.6293778631918416,1.1999999992420172,0.7707766150264429,11.806598276389273,4.100470303487243,3.503724421581431,0.5781676185639486,6.200895483689757,11.023107952699393,0.0,0.0,0.0,0.0,0.0,0.0,,1256.353826598203,419.10697744417024,5022.293271666099,1011960.0,,835.961875754937,6585.353104085446,3824.7857630342023,3337.63375421502,6265.4320010736055,4634.6876808687375,0.0,,0.0,,,0.0,0.0,0.0,0.8447543647159848,0.2364770169955871,0.22770691051016784,0.24662592525845076,0.2422066277234874,0.5240044751967027,0.4963420472332313,0.06761310512050887,0.015147635284589997,1.1621444820325877,0.26594879224509244,0.38900813186733824,0.07290516333166563,0.7861844712281095,-0.11703689702094196,-0.08625811434638538,,0.9579897781453784,0.5698497554856177,0.2635028801782743,0.6837858297035192,766.3472920659465,2200
15.956080842262269,1085.4831941125128,0.6508228728106417,1.1999999993104171,0.8735479575652428,14.206598276389274,5.300470303487242,3.503724421581431,0.5781676185639486,5.478181498517758,11.023107952699393,0.0,0.0,0.0,0.0,0.0,0.0,7.852623833064296,2036.353826598203,693.0069774441703,7182.293271666099,1011960.0,528568.4573606708,2755.961875754937,7866.840302933446,4966.954837758202,5377.63375421502,8305.432001073605,6674.6876808687375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8447543647159848,0.2658617946679871,0.22771534402112784,0.24665421801173076,0.2423027931730074,0.5419717162887028,0.18071871223459132,0.059760777255588884,0.024526055124809997,0.9926588673865879,0.4354344068910924,0.41962862248893823,0.24290516333170561,1.3861844712281095,,-0.7462581143463854,-0.07577434403116702,0.8379897781453784,0.5698497554856177,0.14350288017827428,0.7437858297035191,766.3472920659465,645
13.556080842262269,754.2831941125128,0.7422958042306417,1.199999997923217,0.8752016472652427,,5.300470303487242,,3.5781676185639486,5.802700080725757,8.623107952699394,,0.0,0.0,0.0,0.0,0.0,,1153.153826598203,658.7069774445702,6822.293271666099,1011960.0,277203.45736107085,2635.961875754937,6036.762445793445,4091.4951066782023,5377.63375421502,8305.432001073605,6674.6876808687375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19098984448104467,0.501139691795107,0.23769373116212783,,0.25220553049396743,0.5586664798587028,0.09240228601375135,0.07423946464798888,0.03349213554033,0.9569831917105878,,0.3492390120993382,0.07290516333166563,0.9061844712281094,-0.4828702303541419,-0.6262581143463853,-0.015774344031167026,,0.23984975548561768,0.47350288017827435,,676.3472920659465,2200
14.756080842262268,1032.6831941125126,0.7287015666970417,1.199999998976817,0.8591787009112428,14.206598276389274,5.300470303487242,3.503724421581431,0.5781676185639486,5.627946069341757,7.423107952699393,0.0,0.0,0.0,0.0,0.0,0.0,7.852623833064296,1051.153826598203,448.14697744417015,28422.293271666098,1011960.0,617935.4573606708,4508.757338894937,6808.1423719014465,5171.208627354203,2857.63375421502,19105.432001073605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8447543647159848,0.13409567791626714,0.24586071405764784,0.26524750654373075,0.2602057039060074,,0.2527367301359513,0.07617276798970887,0.02949172027233,1.0039397134501877,,0.4884413293893382,0.07290516333166563,1.3861844712281095,-0.19314800813214195,-0.38625811434638535,-0.015774344031167026,0.23798977814537844,0.11984975548561767,0.7435028801782743,0.14378582970351916,287.54729206594646,1600
13.556080842262269,,0.8074497113686417,1.1999999936620172,0.9855460855780428,13.006598276389274,5.300470303487242,3.503724421581431,0.5781676185639486,5.690794786997757,9.823107952699393,,0.0,0.0,0.0,0.0,0.0,1.8526238330642961,1030.7538265982032,362.02126315897016,6342.293271666099,1011960.0,,1734.7618757549371,5782.051685909446,4049.3554462982024,7916.83375421502,,13094.68768086874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5126626539466846,0.12037620935706714,0.23199016916840784,0.25090266718625076,0.9476605994317675,0.5922833629755027,0.25642138456195135,0.06686845727686888,0.02183254206261,,0.36825293971029244,0.46971520257453825,0.15290516333170565,0.7861844712281095,-0.13810832559174196,-0.13625811434678534,-0.04148862974548702,0.23798977814537844,,0.7435028801782743,0.14378582970351916,334.34729206594653,1600
